id_venta|id_producto|cantidad|total|fecha_venta|id_cliente|nombre_cliente|medio_pago|producto|categoria|precio|email|ciudad|fecha_alta_cli
60|91|4|18760|2024-04-04|81|CAMILA RUIZ|3|DESODORANTE AEROSOL|0|4690|CAMILA.RUIZ@MAIL.COM|0|2023-03-22
61|9|3|11634|2024-06-01|27|TOMAS CASTRO|0|YERBA MATE SUAVE 1KG|1|3878|TOMAS.CASTRO@MAIL.COM|1|2023-01-27
61|19|3|9753|2024-06-01|27|TOMAS CASTRO|0|MANTECA 200G|1|3251|TOMAS.CASTRO@MAIL.COM|1|2023-01-27
62|47|4|11756|2024-05-01|100|AGUSTINA LOPEZ|3|GARBANZOS 500G|1|2939|AGUSTINA.LOPEZ@MAIL.COM|5|2023-04-10
62|95|3|4743|2024-05-01|100|AGUSTINA LOPEZ|3|MASCARILLA CAPILAR|0|1581|AGUSTINA.LOPEZ@MAIL.COM|5|2023-04-10
63|8|5|21090|2024-06-19|25|KARINA CASTRO|1|ENERGÉTICA NITRO 500ML|1|4218|KARINA.CASTRO@MAIL.COM|1|2023-01-25
63|2|2|9946|2024-06-19|25|KARINA CASTRO|1|PEPSI 1.5L|1|4973|KARINA.CASTRO@MAIL.COM|1|2023-01-25
63|70|3|12183|2024-06-19|25|KARINA CASTRO|1|FERNET 750ML|1|4061|KARINA.CASTRO@MAIL.COM|1|2023-01-25
63|45|4|2980|2024-06-19|25|KARINA CASTRO|1|FIDEOS SPAGHETTI 500G|1|745|KARINA.CASTRO@MAIL.COM|1|2023-01-25
64|4|2|4066|2024-03-07|58|KARINA ACOSTA|2|FANTA NARANJA 1.5L|1|2033|KARINA.ACOSTA2@MAIL.COM|1|2023-02-27
64|41|2|1720|2024-03-07|58|KARINA ACOSTA|2|ACEITE DE GIRASOL 1L|1|860|KARINA.ACOSTA2@MAIL.COM|1|2023-02-27
65|77|4|19112|2024-04-30|30|IVANA MEDINA|2|EMPANADAS CONGELADAS|1|4778|IVANA.MEDINA@MAIL.COM|3|2023-01-30
65|22|3|6207|2024-04-30|30|IVANA MEDINA|2|MEDIALUNAS DE MANTECA|1|2069|IVANA.MEDINA@MAIL.COM|3|2023-01-30
65|38|5|7920|2024-04-30|30|IVANA MEDINA|2|MERMELADA DE FRUTILLA 400G|1|1584|IVANA.MEDINA@MAIL.COM|3|2023-01-30
65|36|4|10236|2024-04-30|30|IVANA MEDINA|2|DULCE DE LECHE 400G|1|2559|IVANA.MEDINA@MAIL.COM|3|2023-01-30
66|16|3|13839|2024-03-14|69|FELIPE FLORES|2|YOGUR NATURAL 200G|1|4613|FELIPE.FLORES@MAIL.COM|1|2023-03-10
67|53|1|1664|2024-03-21|66|TOMAS HERRERA|0|LAVANDINA 1L|0|1664|TOMAS.HERRERA@MAIL.COM|4|2023-03-07
67|8|2|8436|2024-03-21|66|TOMAS HERRERA|0|ENERGÉTICA NITRO 500ML|1|4218|TOMAS.HERRERA@MAIL.COM|4|2023-03-07
68|94|4|5672|2024-06-28|27|TOMAS CASTRO|2|HILO DENTAL|0|1418|TOMAS.CASTRO@MAIL.COM|1|2023-01-27
69|76|4|17144|2024-01-06|42|TOMAS FLORES|2|PIZZA CONGELADA MUZZARELLA|1|4286|TOMAS.FLORES@MAIL.COM|3|2023-02-11
69|74|3|8859|2024-01-06|42|TOMAS FLORES|2|WHISKY 750ML|1|2953|TOMAS.FLORES@MAIL.COM|3|2023-02-11
70|66|3|4599|2024-02-02|41|ELENA RODRIGUEZ|3|CERVEZA NEGRA 1L|1|1533|ELENA.RODRIGUEZ2@MAIL.COM|3|2023-02-10
70|89|4|4012|2024-02-02|41|ELENA RODRIGUEZ|3|CALDO CONCENTRADO VERDURA|1|1003|ELENA.RODRIGUEZ2@MAIL.COM|3|2023-02-10
70|38|3|4752|2024-02-02|41|ELENA RODRIGUEZ|3|MERMELADA DE FRUTILLA 400G|1|1584|ELENA.RODRIGUEZ2@MAIL.COM|3|2023-02-10
71|11|3|6159|2024-06-02|40|FELIPE DIAZ|2|CAFÉ MOLIDO 250G|1|2053|FELIPE.DIAZ@MAIL.COM|1|2023-02-09
71|79|4|9680|2024-06-02|40|FELIPE DIAZ|2|HAMBURGUESAS CONGELADAS X4|1|2420|FELIPE.DIAZ@MAIL.COM|1|2023-02-09
71|100|4|19416|2024-06-02|40|FELIPE DIAZ|2|TRAPO DE PISO|0|4854|FELIPE.DIAZ@MAIL.COM|1|2023-02-09
71|92|1|2512|2024-06-02|40|FELIPE DIAZ|2|CREMA DENTAL 90G|0|2512|FELIPE.DIAZ@MAIL.COM|1|2023-02-09
72|94|3|4254|2024-02-17|26|CAMILA SANCHEZ|2|HILO DENTAL|0|1418|CAMILA.SANCHEZ@MAIL.COM|3|2023-01-26
72|41|4|3440|2024-02-17|26|CAMILA SANCHEZ|2|ACEITE DE GIRASOL 1L|1|860|CAMILA.SANCHEZ@MAIL.COM|3|2023-01-26
72|51|2|3490|2024-02-17|26|CAMILA SANCHEZ|2|SAL FINA 500G|1|1745|CAMILA.SANCHEZ@MAIL.COM|3|2023-01-26
73|28|1|936|2024-05-16|42|TOMAS FLORES|3|PAPAS FRITAS CLÁSICAS 100G|1|936|TOMAS.FLORES@MAIL.COM|3|2023-02-11
73|24|3|3915|2024-05-16|42|TOMAS FLORES|3|GALLETITAS CHOCOLATE|1|1305|TOMAS.FLORES@MAIL.COM|3|2023-02-11
73|19|1|3251|2024-05-16|42|TOMAS FLORES|3|MANTECA 200G|1|3251|TOMAS.FLORES@MAIL.COM|3|2023-02-11
74|32|3|6702|2024-04-26|56|BRUNO DIAZ|0|CHOCOLATE AMARGO 100G|1|2234|BRUNO.DIAZ@MAIL.COM|1|2023-02-25
74|14|2|3446|2024-04-26|56|BRUNO DIAZ|0|LECHE ENTERA 1L|1|1723|BRUNO.DIAZ@MAIL.COM|1|2023-02-25
74|55|2|2814|2024-04-26|56|BRUNO DIAZ|0|SHAMPOO 400ML|0|1407|BRUNO.DIAZ@MAIL.COM|1|2023-02-25
75|3|4|19856|2024-05-23|61|GUADALUPE MARTINEZ|2|SPRITE 1.5L|1|4964|GUADALUPE.MARTINEZ@MAIL.COM|1|2023-03-02
75|2|5|24865|2024-05-23|61|GUADALUPE MARTINEZ|2|PEPSI 1.5L|1|4973|GUADALUPE.MARTINEZ@MAIL.COM|1|2023-03-02
76|22|4|8276|2024-05-15|75|SANTIAGO CASTRO|1|MEDIALUNAS DE MANTECA|1|2069|SANTIAGO.CASTRO@MAIL.COM|1|2023-03-16
76|23|4|9520|2024-05-15|75|SANTIAGO CASTRO|1|BIZCOCHOS SALADOS|1|2380|SANTIAGO.CASTRO@MAIL.COM|1|2023-03-16
76|24|1|1305|2024-05-15|75|SANTIAGO CASTRO|1|GALLETITAS CHOCOLATE|1|1305|SANTIAGO.CASTRO@MAIL.COM|1|2023-03-16
76|11|2|4106|2024-05-15|75|SANTIAGO CASTRO|1|CAFÉ MOLIDO 250G|1|2053|SANTIAGO.CASTRO@MAIL.COM|1|2023-03-16
77|53|2|3328|2024-05-26|55|OLIVIA RUIZ|1|LAVANDINA 1L|0|1664|OLIVIA.RUIZ@MAIL.COM|2|2023-02-24
77|41|1|860|2024-05-26|55|OLIVIA RUIZ|1|ACEITE DE GIRASOL 1L|1|860|OLIVIA.RUIZ@MAIL.COM|2|2023-02-24
77|34|5|2515|2024-05-26|55|OLIVIA RUIZ|1|TURRÓN 50G|1|503|OLIVIA.RUIZ@MAIL.COM|2|2023-02-24
77|98|2|5686|2024-05-26|55|OLIVIA RUIZ|1|DESENGRASANTE 500ML|0|2843|OLIVIA.RUIZ@MAIL.COM|2|2023-02-24
77|39|2|938|2024-05-26|55|OLIVIA RUIZ|1|HELADO VAINILLA 1L|1|469|OLIVIA.RUIZ@MAIL.COM|2|2023-02-24
78|37|3|9588|2024-04-29|12|GAEL GOMEZ|2|MERMELADA DE DURAZNO 400G|1|3196|GAEL.GOMEZ@MAIL.COM|3|2023-01-12
78|79|5|12100|2024-04-29|12|GAEL GOMEZ|2|HAMBURGUESAS CONGELADAS X4|1|2420|GAEL.GOMEZ@MAIL.COM|3|2023-01-12
78|17|2|9668|2024-04-29|12|GAEL GOMEZ|2|QUESO CREMOSO 500G|1|4834|GAEL.GOMEZ@MAIL.COM|3|2023-01-12
78|85|1|1856|2024-04-29|12|GAEL GOMEZ|2|JUGO EN POLVO NARANJA|1|1856|GAEL.GOMEZ@MAIL.COM|3|2023-01-12
78|39|2|938|2024-04-29|12|GAEL GOMEZ|2|HELADO VAINILLA 1L|1|469|GAEL.GOMEZ@MAIL.COM|3|2023-01-12
79|81|2|5040|2024-06-06|57|JULIAN ACOSTA|2|ACEITUNAS VERDES 200G|1|2520|JULIAN.ACOSTA@MAIL.COM|1|2023-02-26
79|56|2|5064|2024-06-06|57|JULIAN ACOSTA|2|PAPEL HIGIÉNICO X4|0|2532|JULIAN.ACOSTA@MAIL.COM|1|2023-02-26
80|39|5|2345|2024-03-25|54|UMA HERRERA|0|HELADO VAINILLA 1L|1|469|UMA.HERRERA@MAIL.COM|3|2023-02-23
80|30|3|14625|2024-03-25|54|UMA HERRERA|0|MANÍ SALADO 200G|1|4875|UMA.HERRERA@MAIL.COM|3|2023-02-23
80|41|5|4300|2024-03-25|54|UMA HERRERA|0|ACEITE DE GIRASOL 1L|1|860|UMA.HERRERA@MAIL.COM|3|2023-02-23
81|10|2|9766|2024-03-09|49|OLIVIA GOMEZ|3|YERBA MATE INTENSA 1KG|1|4883|OLIVIA.GOMEZ@MAIL.COM|1|2023-02-18
82|38|1|1584|2024-01-25|19|UMA SILVA|1|MERMELADA DE FRUTILLA 400G|1|1584|UMA.SILVA@MAIL.COM|2|2023-01-19
82|28|2|1872|2024-01-25|19|UMA SILVA|1|PAPAS FRITAS CLÁSICAS 100G|1|936|UMA.SILVA@MAIL.COM|2|2023-01-19
82|29|5|9340|2024-01-25|19|UMA SILVA|1|PAPAS FRITAS ONDULADAS 100G|1|1868|UMA.SILVA@MAIL.COM|2|2023-01-19
82|82|2|4788|2024-01-25|19|UMA SILVA|1|ACEITUNAS NEGRAS 200G|1|2394|UMA.SILVA@MAIL.COM|2|2023-01-19
83|5|2|9554|2024-05-28|91|UMA SANCHEZ|0|AGUA MINERAL 500ML|1|4777|UMA.SANCHEZ@MAIL.COM|2|2023-04-01
83|26|2|2002|2024-05-28|91|UMA SANCHEZ|0|ALFAJOR TRIPLE|1|1001|UMA.SANCHEZ@MAIL.COM|2|2023-04-01
83|73|5|7805|2024-05-28|91|UMA SANCHEZ|0|GIN 700ML|1|1561|UMA.SANCHEZ@MAIL.COM|2|2023-04-01
83|51|2|3490|2024-05-28|91|UMA SANCHEZ|0|SAL FINA 500G|1|1745|UMA.SANCHEZ@MAIL.COM|2|2023-04-01
84|83|5|9150|2024-01-02|72|CAMILA RODRIGUEZ|0|QUESO UNTABLE 190G|1|1830|CAMILA.RODRIGUEZ@MAIL.COM|5|2023-03-13
84|76|4|17144|2024-01-02|72|CAMILA RODRIGUEZ|0|PIZZA CONGELADA MUZZARELLA|1|4286|CAMILA.RODRIGUEZ@MAIL.COM|5|2023-03-13
85|32|4|8936|2024-01-23|42|TOMAS FLORES|3|CHOCOLATE AMARGO 100G|1|2234|TOMAS.FLORES@MAIL.COM|3|2023-02-11
85|80|2|3962|2024-01-23|42|TOMAS FLORES|3|HELADO DE FRUTILLA 1L|1|1981|TOMAS.FLORES@MAIL.COM|3|2023-02-11
86|66|2|3066|2024-01-10|40|FELIPE DIAZ|0|CERVEZA NEGRA 1L|1|1533|FELIPE.DIAZ@MAIL.COM|1|2023-02-09
86|1|4|9388|2024-01-10|40|FELIPE DIAZ|0|COCA COLA 1.5L|1|2347|FELIPE.DIAZ@MAIL.COM|1|2023-02-09
86|13|5|11915|2024-01-10|40|FELIPE DIAZ|0|TÉ VERDE 20 SAQUITOS|1|2383|FELIPE.DIAZ@MAIL.COM|1|2023-02-09
86|41|3|2580|2024-01-10|40|FELIPE DIAZ|0|ACEITE DE GIRASOL 1L|1|860|FELIPE.DIAZ@MAIL.COM|1|2023-02-09
87|53|2|3328|2024-04-20|100|AGUSTINA LOPEZ|2|LAVANDINA 1L|0|1664|AGUSTINA.LOPEZ@MAIL.COM|5|2023-04-10
87|86|2|8180|2024-04-20|100|AGUSTINA LOPEZ|2|JUGO EN POLVO LIMÓN|1|4090|AGUSTINA.LOPEZ@MAIL.COM|5|2023-04-10
88|7|5|16345|2024-06-21|37|MARTINA PEREZ|0|JUGO DE MANZANA 1L|1|3269|MARTINA.PEREZ@MAIL.COM|2|2023-02-06
88|53|5|8320|2024-06-21|37|MARTINA PEREZ|0|LAVANDINA 1L|0|1664|MARTINA.PEREZ@MAIL.COM|2|2023-02-06
88|8|4|16872|2024-06-21|37|MARTINA PEREZ|0|ENERGÉTICA NITRO 500ML|1|4218|MARTINA.PEREZ@MAIL.COM|2|2023-02-06
89|72|2|7752|2024-01-18|17|PABLO GOMEZ|1|RON 700ML|1|3876|PABLO.GOMEZ@MAIL.COM|4|2023-01-17
90|79|4|9680|2024-01-08|46|AGUSTINA MARTINEZ|2|HAMBURGUESAS CONGELADAS X4|1|2420|AGUSTINA.MARTINEZ@MAIL.COM|3|2023-02-15
90|6|2|8340|2024-01-08|46|AGUSTINA MARTINEZ|2|JUGO DE NARANJA 1L|1|4170|AGUSTINA.MARTINEZ@MAIL.COM|3|2023-02-15
91|57|3|13560|2024-02-19|39|SANTIAGO DIAZ|0|SERVILLETAS X100|0|4520|SANTIAGO.DIAZ@MAIL.COM|3|2023-02-08
92|10|2|9766|2024-02-09|42|TOMAS FLORES|3|YERBA MATE INTENSA 1KG|1|4883|TOMAS.FLORES@MAIL.COM|3|2023-02-11
92|43|4|3548|2024-02-09|42|TOMAS FLORES|3|SALSA DE TOMATE 500G|1|887|TOMAS.FLORES@MAIL.COM|3|2023-02-11
93|80|4|7924|2024-01-29|90|GUADALUPE RUIZ|0|HELADO DE FRUTILLA 1L|1|1981|GUADALUPE.RUIZ@MAIL.COM|1|2023-03-31
93|66|3|4599|2024-01-29|90|GUADALUPE RUIZ|0|CERVEZA NEGRA 1L|1|1533|GUADALUPE.RUIZ@MAIL.COM|1|2023-03-31
93|91|3|14070|2024-01-29|90|GUADALUPE RUIZ|0|DESODORANTE AEROSOL|0|4690|GUADALUPE.RUIZ@MAIL.COM|1|2023-03-31
94|24|1|1305|2024-03-06|41|ELENA RODRIGUEZ|2|GALLETITAS CHOCOLATE|1|1305|ELENA.RODRIGUEZ2@MAIL.COM|3|2023-02-10
94|86|5|20450|2024-03-06|41|ELENA RODRIGUEZ|2|JUGO EN POLVO LIMÓN|1|4090|ELENA.RODRIGUEZ2@MAIL.COM|3|2023-02-10
94|98|2|5686|2024-03-06|41|ELENA RODRIGUEZ|2|DESENGRASANTE 500ML|0|2843|ELENA.RODRIGUEZ2@MAIL.COM|3|2023-02-10
95|72|5|19380|2024-02-25|26|CAMILA SANCHEZ|2|RON 700ML|1|3876|CAMILA.SANCHEZ@MAIL.COM|3|2023-01-26
95|12|1|570|2024-02-25|26|CAMILA SANCHEZ|2|TÉ NEGRO 20 SAQUITOS|1|570|CAMILA.SANCHEZ@MAIL.COM|3|2023-01-26
96|81|3|7560|2024-02-23|83|FRANCO GOMEZ|1|ACEITUNAS VERDES 200G|1|2520|FRANCO.GOMEZ@MAIL.COM|1|2023-03-24
96|68|1|2684|2024-02-23|83|FRANCO GOMEZ|1|VINO BLANCO 750ML|1|2684|FRANCO.GOMEZ@MAIL.COM|1|2023-03-24
96|11|2|4106|2024-02-23|83|FRANCO GOMEZ|1|CAFÉ MOLIDO 250G|1|2053|FRANCO.GOMEZ@MAIL.COM|1|2023-03-24
96|50|3|2181|2024-02-23|83|FRANCO GOMEZ|1|AZÚCAR 1KG|1|727|FRANCO.GOMEZ@MAIL.COM|1|2023-03-24
97|59|5|18060|2024-06-16|39|SANTIAGO DIAZ|0|CHICLE MENTA|1|3612|SANTIAGO.DIAZ@MAIL.COM|3|2023-02-08
97|36|1|2559|2024-06-16|39|SANTIAGO DIAZ|0|DULCE DE LECHE 400G|1|2559|SANTIAGO.DIAZ@MAIL.COM|3|2023-02-08
97|4|3|6099|2024-06-16|39|SANTIAGO DIAZ|0|FANTA NARANJA 1.5L|1|2033|SANTIAGO.DIAZ@MAIL.COM|3|2023-02-08
98|28|4|3744|2024-01-12|43|LUCAS PEREZ|3|PAPAS FRITAS CLÁSICAS 100G|1|936|LUCAS.PEREZ@MAIL.COM|2|2023-02-12
98|61|1|4982|2024-01-12|43|LUCAS PEREZ|3|MIEL PURA 250G|1|4982|LUCAS.PEREZ@MAIL.COM|2|2023-02-12
98|29|1|1868|2024-01-12|43|LUCAS PEREZ|3|PAPAS FRITAS ONDULADAS 100G|1|1868|LUCAS.PEREZ@MAIL.COM|2|2023-02-12
98|83|3|5490|2024-01-12|43|LUCAS PEREZ|3|QUESO UNTABLE 190G|1|1830|LUCAS.PEREZ@MAIL.COM|2|2023-02-12
99|40|5|6075|2024-03-13|51|AGUSTINA GOMEZ|3|HELADO CHOCOLATE 1L|1|1215|AGUSTINA.GOMEZ@MAIL.COM|1|2023-02-20
100|13|3|7149|2024-06-08|69|FELIPE FLORES|2|TÉ VERDE 20 SAQUITOS|1|2383|FELIPE.FLORES@MAIL.COM|1|2023-03-10
100|18|4|13776|2024-06-08|69|FELIPE FLORES|2|QUESO RALLADO 150G|1|3444|FELIPE.FLORES@MAIL.COM|1|2023-03-10
100|58|2|9504|2024-06-08|69|FELIPE FLORES|2|CARAMELOS MASTICABLES|1|4752|FELIPE.FLORES@MAIL.COM|1|2023-03-10
100|57|1|4520|2024-06-08|69|FELIPE FLORES|2|SERVILLETAS X100|0|4520|FELIPE.FLORES@MAIL.COM|1|2023-03-10
100|9|4|15512|2024-06-08|69|FELIPE FLORES|2|YERBA MATE SUAVE 1KG|1|3878|FELIPE.FLORES@MAIL.COM|1|2023-03-10
101|34|4|2012|2024-03-28|72|CAMILA RODRIGUEZ|0|TURRÓN 50G|1|503|CAMILA.RODRIGUEZ@MAIL.COM|5|2023-03-13
102|78|3|12867|2024-03-29|18|IVANA TORRES|0|VERDURAS CONGELADAS MIX|1|4289|IVANA.TORRES@MAIL.COM|0|2023-01-18
102|36|3|7677|2024-03-29|18|IVANA TORRES|0|DULCE DE LECHE 400G|1|2559|IVANA.TORRES@MAIL.COM|0|2023-01-18
103|79|5|12100|2024-03-11|39|SANTIAGO DIAZ|0|HAMBURGUESAS CONGELADAS X4|1|2420|SANTIAGO.DIAZ@MAIL.COM|3|2023-02-08
103|43|5|4435|2024-03-11|39|SANTIAGO DIAZ|0|SALSA DE TOMATE 500G|1|887|SANTIAGO.DIAZ@MAIL.COM|3|2023-02-08
103|34|1|503|2024-03-11|39|SANTIAGO DIAZ|0|TURRÓN 50G|1|503|SANTIAGO.DIAZ@MAIL.COM|3|2023-02-08
103|70|1|4061|2024-03-11|39|SANTIAGO DIAZ|0|FERNET 750ML|1|4061|SANTIAGO.DIAZ@MAIL.COM|3|2023-02-08
104|95|2|3162|2024-06-17|86|DIEGO TORRES|2|MASCARILLA CAPILAR|0|1581|DIEGO.TORRES@MAIL.COM|5|2023-03-27
104|68|3|8052|2024-06-17|86|DIEGO TORRES|2|VINO BLANCO 750ML|1|2684|DIEGO.TORRES@MAIL.COM|5|2023-03-27
104|68|5|13420|2024-06-17|86|DIEGO TORRES|2|VINO BLANCO 750ML|1|2684|DIEGO.TORRES@MAIL.COM|5|2023-03-27
105|13|2|4766|2024-02-06|1|MARIANA LOPEZ|3|TÉ VERDE 20 SAQUITOS|1|2383|MARIANA.LOPEZ@MAIL.COM|0|2023-01-01
105|4|4|8132|2024-02-06|1|MARIANA LOPEZ|3|FANTA NARANJA 1.5L|1|2033|MARIANA.LOPEZ@MAIL.COM|0|2023-01-01
105|58|2|9504|2024-02-06|1|MARIANA LOPEZ|3|CARAMELOS MASTICABLES|1|4752|MARIANA.LOPEZ@MAIL.COM|0|2023-01-01
105|82|4|9576|2024-02-06|1|MARIANA LOPEZ|3|ACEITUNAS NEGRAS 200G|1|2394|MARIANA.LOPEZ@MAIL.COM|0|2023-01-01
105|43|5|4435|2024-02-06|1|MARIANA LOPEZ|3|SALSA DE TOMATE 500G|1|887|MARIANA.LOPEZ@MAIL.COM|0|2023-01-01
106|88|3|7710|2024-03-24|82|LUCAS LOPEZ|3|CALDO CONCENTRADO CARNE|1|2570|LUCAS.LOPEZ@MAIL.COM|3|2023-03-23
107|7|4|13076|2024-05-21|14|GAEL MARTINEZ|0|JUGO DE MANZANA 1L|1|3269|GAEL.MARTINEZ@MAIL.COM|0|2023-01-14
107|11|2|4106|2024-05-21|14|GAEL MARTINEZ|0|CAFÉ MOLIDO 250G|1|2053|GAEL.MARTINEZ@MAIL.COM|0|2023-01-14
107|12|4|2280|2024-05-21|14|GAEL MARTINEZ|0|TÉ NEGRO 20 SAQUITOS|1|570|GAEL.MARTINEZ@MAIL.COM|0|2023-01-14
107|5|4|19108|2024-05-21|14|GAEL MARTINEZ|0|AGUA MINERAL 500ML|1|4777|GAEL.MARTINEZ@MAIL.COM|0|2023-01-14
108|90|4|11608|2024-03-25|9|YAMILA MOLINA|1|TOALLAS HÚMEDAS X50|0|2902|YAMILA.MOLINA@MAIL.COM|0|2023-01-09
109|18|1|3444|2024-06-04|64|JULIAN ALVAREZ|3|QUESO RALLADO 150G|1|3444|JULIAN.ALVAREZ@MAIL.COM|4|2023-03-05
109|74|1|2953|2024-06-04|64|JULIAN ALVAREZ|3|WHISKY 750ML|1|2953|JULIAN.ALVAREZ@MAIL.COM|4|2023-03-05
109|20|2|3142|2024-06-04|64|JULIAN ALVAREZ|3|PAN LACTAL BLANCO|1|1571|JULIAN.ALVAREZ@MAIL.COM|4|2023-03-05
109|44|5|14895|2024-06-04|64|JULIAN ALVAREZ|3|ARROZ LARGO FINO 1KG|1|2979|JULIAN.ALVAREZ@MAIL.COM|4|2023-03-05
110|6|1|4170|2024-05-19|92|MARIANA RODRIGUEZ|0|JUGO DE NARANJA 1L|1|4170|MARIANA.RODRIGUEZ@MAIL.COM|3|2023-04-02
110|59|3|10836|2024-05-19|92|MARIANA RODRIGUEZ|0|CHICLE MENTA|1|3612|MARIANA.RODRIGUEZ@MAIL.COM|3|2023-04-02
110|6|5|20850|2024-05-19|92|MARIANA RODRIGUEZ|0|JUGO DE NARANJA 1L|1|4170|MARIANA.RODRIGUEZ@MAIL.COM|3|2023-04-02
111|97|4|3488|2024-02-12|48|ROCIO ALVAREZ|0|LIMPIAVIDRIOS 500ML|0|872|ROCIO.ALVAREZ@MAIL.COM|5|2023-02-17
111|93|3|6426|2024-02-12|48|ROCIO ALVAREZ|0|CEPILLO DE DIENTES|0|2142|ROCIO.ALVAREZ@MAIL.COM|5|2023-02-17
111|20|2|3142|2024-02-12|48|ROCIO ALVAREZ|0|PAN LACTAL BLANCO|1|1571|ROCIO.ALVAREZ@MAIL.COM|5|2023-02-17
111|23|4|9520|2024-02-12|48|ROCIO ALVAREZ|0|BIZCOCHOS SALADOS|1|2380|ROCIO.ALVAREZ@MAIL.COM|5|2023-02-17
112|55|1|1407|2024-01-19|28|ROCIO SILVA|1|SHAMPOO 400ML|0|1407|ROCIO.SILVA@MAIL.COM|5|2023-01-28
112|21|4|1088|2024-01-19|28|ROCIO SILVA|1|PAN LACTAL INTEGRAL|1|272|ROCIO.SILVA@MAIL.COM|5|2023-01-28
112|43|5|4435|2024-01-19|28|ROCIO SILVA|1|SALSA DE TOMATE 500G|1|887|ROCIO.SILVA@MAIL.COM|5|2023-01-28
112|13|2|4766|2024-01-19|28|ROCIO SILVA|1|TÉ VERDE 20 SAQUITOS|1|2383|ROCIO.SILVA@MAIL.COM|5|2023-01-28
112|59|1|3612|2024-01-19|28|ROCIO SILVA|1|CHICLE MENTA|1|3612|ROCIO.SILVA@MAIL.COM|5|2023-01-28
113|53|2|3328|2024-03-08|98|CAMILA CASTRO|3|LAVANDINA 1L|0|1664|CAMILA.CASTRO@MAIL.COM|5|2023-04-08
113|92|3|7536|2024-03-08|98|CAMILA CASTRO|3|CREMA DENTAL 90G|0|2512|CAMILA.CASTRO@MAIL.COM|5|2023-04-08
114|8|1|4218|2024-05-05|16|FELIPE ALVAREZ|2|ENERGÉTICA NITRO 500ML|1|4218|FELIPE.ALVAREZ@MAIL.COM|1|2023-01-16
114|84|1|1645|2024-05-05|16|FELIPE ALVAREZ|2|QUESO AZUL 150G|1|1645|FELIPE.ALVAREZ@MAIL.COM|1|2023-01-16
114|10|1|4883|2024-05-05|16|FELIPE ALVAREZ|2|YERBA MATE INTENSA 1KG|1|4883|FELIPE.ALVAREZ@MAIL.COM|1|2023-01-16
114|55|5|7035|2024-05-05|16|FELIPE ALVAREZ|2|SHAMPOO 400ML|0|1407|FELIPE.ALVAREZ@MAIL.COM|1|2023-01-16
114|92|4|10048|2024-05-05|16|FELIPE ALVAREZ|2|CREMA DENTAL 90G|0|2512|FELIPE.ALVAREZ@MAIL.COM|1|2023-01-16
115|17|4|19336|2024-02-16|3|HERNAN MARTINEZ|3|QUESO CREMOSO 500G|1|4834|HERNAN.MARTINEZ@MAIL.COM|1|2023-01-03
115|97|5|4360|2024-02-16|3|HERNAN MARTINEZ|3|LIMPIAVIDRIOS 500ML|0|872|HERNAN.MARTINEZ@MAIL.COM|1|2023-01-03
115|95|4|6324|2024-02-16|3|HERNAN MARTINEZ|3|MASCARILLA CAPILAR|0|1581|HERNAN.MARTINEZ@MAIL.COM|1|2023-01-03
115|84|2|3290|2024-02-16|3|HERNAN MARTINEZ|3|QUESO AZUL 150G|1|1645|HERNAN.MARTINEZ@MAIL.COM|1|2023-01-03
116|65|1|2423|2024-03-18|25|KARINA CASTRO|2|CERVEZA RUBIA 1L|1|2423|KARINA.CASTRO@MAIL.COM|1|2023-01-25
116|35|2|8860|2024-03-18|25|KARINA CASTRO|2|BARRITA DE CEREAL 30G|1|4430|KARINA.CASTRO@MAIL.COM|1|2023-01-25
116|42|4|4780|2024-03-18|25|KARINA CASTRO|2|VINAGRE DE ALCOHOL 500ML|1|1195|KARINA.CASTRO@MAIL.COM|1|2023-01-25
116|54|5|7960|2024-03-18|25|KARINA CASTRO|2|JABÓN DE TOCADOR|0|1592|KARINA.CASTRO@MAIL.COM|1|2023-01-25
116|90|4|11608|2024-03-18|25|KARINA CASTRO|2|TOALLAS HÚMEDAS X50|0|2902|KARINA.CASTRO@MAIL.COM|1|2023-01-25
117|67|4|18876|2024-03-14|72|CAMILA RODRIGUEZ|1|VINO TINTO MALBEC 750ML|1|4719|CAMILA.RODRIGUEZ@MAIL.COM|5|2023-03-13
117|61|2|9964|2024-03-14|72|CAMILA RODRIGUEZ|1|MIEL PURA 250G|1|4982|CAMILA.RODRIGUEZ@MAIL.COM|5|2023-03-13
118|68|5|13420|2024-02-09|84|PABLO SANCHEZ|0|VINO BLANCO 750ML|1|2684|PABLO.SANCHEZ@MAIL.COM|5|2023-03-25
118|68|3|8052|2024-02-09|84|PABLO SANCHEZ|0|VINO BLANCO 750ML|1|2684|PABLO.SANCHEZ@MAIL.COM|5|2023-03-25
118|70|2|8122|2024-02-09|84|PABLO SANCHEZ|0|FERNET 750ML|1|4061|PABLO.SANCHEZ@MAIL.COM|5|2023-03-25
118|93|3|6426|2024-02-09|84|PABLO SANCHEZ|0|CEPILLO DE DIENTES|0|2142|PABLO.SANCHEZ@MAIL.COM|5|2023-03-25
118|50|2|1454|2024-02-09|84|PABLO SANCHEZ|0|AZÚCAR 1KG|1|727|PABLO.SANCHEZ@MAIL.COM|5|2023-03-25
